"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1868964394186518957","Wed Dec 18 06:21:49 +0000 2024","3320","@tanyakanrl Lucu gak sii ada makan siang gratis tapi rakyat diperas 12%/barang atau fasilitas yg dinikmati mending sejahterakan rakyat biar org rumah tangga bisa masak makanan yg layak dan bergizi","1869266802020389223","","tanyakanrl","in","w","33","15","317","https://x.com/xolofexstephy/status/1869266802020389223","1257994548615114754","xolofexstephy"
"1883503106224517465","Sun Jan 26 13:11:48 +0000 2025","16","Yuk intip makan siang gratis ala Swedia https://t.co/HvNoGZjva3","1883503106224517465","https://pbs.twimg.com/ext_tw_video_thumb/1883502625867640832/pu/img/4TIfiiPnRwknuiOa.jpg","","in","","0","5","4","https://x.com/VIVAcoid/status/1883503106224517465","41730943","VIVAcoid"
"1884453213891617275","Wed Jan 29 04:07:12 +0000 2025","22117","Batalin aja lah program makan siang gratis itu","1884453213891617275","","","in","","115","64","5312","https://x.com/faisalwashx/status/1884453213891617275","1809240052725338113","faisalwashx"
"1883445673171046422","Sun Jan 26 09:23:35 +0000 2025","5","Kata kepala polisi labrador tidak ada yang namanya makan siang gratis'. Benarkah pak @prabowo ? https://t.co/YPmLJARkLu","1883445673171046422","https://pbs.twimg.com/ext_tw_video_thumb/1883445550957367296/pu/img/lewKKY0gs0caSy85.jpg","","in","pedalaman","1","1","2","https://x.com/barry_all2n/status/1883445673171046422","1345227650881622016","barry_all2n"
"1884138823132840056","Tue Jan 28 07:17:55 +0000 2025","2","Tak ada makan siang gratis! HIBAH = makan siang! Ketum PARCOK sgt bangga krn sdh disajikan MAKAN SIANG mevvah oleh AGUAN pemilik PIK2. Stl makan siang biasanya lgs ngantuk pingin tidur. Kasus pagar laut yg sdg viral ini mrk kemana? Jgn² mrk sdg PULAS. https://t.co/7GEe3Jbg0G","1884138823132840056","","","in","Denpasar, Bali","0","1","0","https://x.com/publikpisang/status/1884138823132840056","1632417306595737600","publikpisang"
"1876231625631261031","Mon Jan 06 11:37:32 +0000 2025","447","Review jujur dari adek krisna tentang menu makanan makan siang gratis https://t.co/5l30fNPezl","1876231625631261031","https://pbs.twimg.com/ext_tw_video_thumb/1876159937728118784/pu/img/t6wfcIp2dF_V2hd6.jpg","","in","대전","11","71","75","https://x.com/kegblgnunfaedh/status/1876231625631261031","1172167188800655360","kegblgnunfaedh"
"1883943595297890564","Mon Jan 27 18:22:09 +0000 2025","0","Siapa mau makan siang gratis yang lezat dan bergizi? https://t.co/DzvO488cjx","1883943595297890564","https://pbs.twimg.com/media/GiUctm8akAAQtT4.jpg","","in","czaesua.","0","1","1","https://x.com/kxino/status/1883943595297890564","750062185171263489","kxino"
"1876192314647072768","Mon Jan 06 09:01:20 +0000 2025","596","1. Wakil Menteri Sekretaris Negara Juri Ardiantoro bersama dengan Wakil Menteri Koordinator Bidang Hukum Hak Asasi Manusia Imigrasi dan Pemasyarakatan Otto Hasibuan meninjau langsung pembagian Program Makan Bergizi Gratis (MBG) perdana di tahun 2025. #KemensetnegRI https://t.co/VtpcLaO2XN","1876192314647072768","https://pbs.twimg.com/media/GgmSpP7acAA3TY6.jpg","","in","Jakarta Pusat, DKI Jakarta","0","767","176","https://x.com/KemensetnegRI/status/1876192314647072768","3522129133","KemensetnegRI"
"1884953384089977101","Thu Jan 30 13:14:42 +0000 2025","0","...menu makan siang gratis di negara-negara maju ga perlu study banding ini contohnya pak @prabowo &amp; mas @gibran_tweet https://t.co/9J7tT3L5Xw","1884953384089977101","https://pbs.twimg.com/ext_tw_video_thumb/1884953010331418624/pu/img/SHfEDsqMz6yPGDOC.jpg","","in","...lab. foto & studio","0","0","0","https://x.com/an99ik/status/1884953384089977101","85066859","an99ik"
"1884921881461240315","Thu Jan 30 12:51:06 +0000 2025","1648","@PNS_Ababil Dzalim bgt ya ini rezim yg umbi segalanya efisiensi sementara yg di atas bikin kabinet gemuk plus stapsus setara mentri maksa ikaen dan makan siang yg ga gratis itu tetep lanjut padahal yg bikin bengkak ya ini.","1884947444599038280","","PNS_Ababil","in","Indonesia","27","12","448","https://x.com/a_makarim/status/1884947444599038280","630162953","a_makarim"
"1873924733076422974","Tue Dec 31 02:50:46 +0000 2024","227","Info rek! Akhirnya war sarapan gratis https://t.co/pmLEITxMmN","1873924733076422974","https://pbs.twimg.com/media/GgGEnLiWkAAg0K6.jpg","","in","UNESA KAMPUS 3","47","47","5","https://x.com/unesa_fess/status/1873924733076422974","1650147576577134592","unesa_fess"
"1883503760661737586","Sun Jan 26 13:14:25 +0000 2025","8","Yuk intip makan siang gratis ala Swedia https://t.co/iEzDqr30m6","1883503760661737586","https://pbs.twimg.com/ext_tw_video_thumb/1883503421136982016/pu/img/BHmO_SlaFwT13pjn.jpg","","in","","0","3","2","https://x.com/VIVAcoid/status/1883503760661737586","41730943","VIVAcoid"
"1883542981682368795","Sun Jan 26 15:50:16 +0000 2025","55","Nah ini tak ada makan siang gratis? https://t.co/D5R7qminqQ","1883542981682368795","https://pbs.twimg.com/ext_tw_video_thumb/1883542936895557632/pu/img/6hTTvGcINr37LL4E.jpg","","in","","3","2","22","https://x.com/MasBRO_back/status/1883542981682368795","1729354223614304256","MasBRO_back"
"1881663339207766145","Tue Jan 21 11:21:14 +0000 2025","1367","hidup jaman sekarang serba mudah yee bukan sulap bukan sihir BIKIN MIE GAK BUTUH KOMPOR GAK BUTUH AIR PANAS free mangkok gemes lagi unlocked makanan buat ntar di kapal pas mudik deh wkwkw https://t.co/NXPOjmMfas","1881663339207766145","https://pbs.twimg.com/media/Gh0C1J5aQAAkUhD.jpg","","in","","59","52","216","https://x.com/afternoondtea/status/1881663339207766145","1536615986459451392","afternoondtea"
"1867764269796020445","Sat Dec 14 02:51:17 +0000 2024","343","**⁠｡FREEBIES SEVENTEEN RIGHT HERE in JAKARTA ｡⁠*⁠*⁠ by @Hanisaaxyz : JIS ️ : 8 Februari 2024 (Day 1) ⏰ : TBA Limited Quantity‼️ HOW TO CLAIM ? RT &amp; Like this tweet Say Hi when you found me Kindly tag me if you get it Don't sell or throw my freebies https://t.co/3JQbcDLA5s","1867764269796020445","https://pbs.twimg.com/media/GeuhsuIbsAAw7mt.jpg","","en","","5","25","260","https://x.com/Hanisaaxyz/status/1867764269796020445","1570095861182660608","Hanisaaxyz"
"1881154776555254049","Mon Jan 20 01:40:23 +0000 2025","887","Bro ingin makan siang gratis juga https://t.co/Ao4GbB4RKb","1881154776555254049","https://pbs.twimg.com/amplify_video_thumb/1881154695756210176/img/TFAzhjaJoGPj-92O.jpg","","in","대전","9","65","113","https://x.com/kegblgnunfaedh/status/1881154776555254049","1172167188800655360","kegblgnunfaedh"
"1883451029968273526","Sun Jan 26 09:44:53 +0000 2025","14","Makan siang gratis https://t.co/WXbGYjIoH1","1883451029968273526","https://pbs.twimg.com/media/GiNcuI5a8AAhKa0.jpg","","in","Jawa Timur, Indonesia","0","4","0","https://x.com/hey_raaaaa/status/1883451029968273526","1565943791470911488","hey_raaaaa"
"1884982907703619585","Thu Jan 30 15:12:01 +0000 2025","8","ariel knp sih skrg ikut2 kubu pemerintah.. kl mo makan siang gratis mah gw bisa masakin","1884982907703619585","","","in","","3","3","4","https://x.com/arielemyu/status/1884982907703619585","484608243","arielemyu"
"1882690160309215436","Fri Jan 24 07:21:27 +0000 2025","226","[RT &amp; SHARE] MAKAN SIANG GRATIS? YES PLEASE! Sayurbox bagi-bagi voucher 50RIBU TANPA MINIMAL BELANJA! Kode: SBXMAKANSIANG Berlaku s.d. 31 Jan Khusus pengguna baru ️ Jabodetabek dan Surabaya GAJIAN BANYAK PROMO selengkapnya cek https://t.co/X3R62v0WmS https://t.co/v4j9xVROFs","1882690160309215436","https://pbs.twimg.com/media/GiCobZCaoAAzlT3.jpg","","in","Jabodetabek, Surabaya","6","10","14","https://x.com/sayurbox/status/1882690160309215436","790794132910288900","sayurbox"
"1883110510717222947","Sat Jan 25 11:11:46 +0000 2025","10","Tidak ada-kan makan siang gratis...?","1883110510717222947","","","in","","0","0","4","https://x.com/Opiniku95098012/status/1883110510717222947","1645282016706064384","Opiniku95098012"
"1869524496144797756","Wed Dec 18 23:25:48 +0000 2024","318","Dari penampakan menu makan siang bergizi gratis sangat layak dan anak anak senang. Jadi jangan tanya Rp.10rb dapat apa? Kalau ada pengelola yang menyajikan menu menu yang tidak standar viralkan saja..!!! Selamat makan adik-adik tumbuhlah sehat dan cerdas _ https://t.co/GkmrwDUMAI","1869524496144797756","https://pbs.twimg.com/amplify_video_thumb/1869524431573540865/img/PCGT2dyJsxi-OWDd.jpg","","in","Sweet home","14","238","60","https://x.com/__LOVE_AG4EVER/status/1869524496144797756","799023207294504960","__LOVE_AG4EVER"
"1884901696603869340","Thu Jan 30 09:49:18 +0000 2025","7","Dihh kita kaya lohh ternyata~ Kalau ditotalin anggaran buat makan siang gratis mencapai Rp171 triliun nih sekarang!! https://t.co/pGuEjwdv7L","1884901696603869340","https://pbs.twimg.com/media/GiiEGYGaMAAS5M_.jpg","","in","Jakarta Capital Region","1","1","0","https://x.com/eradotid/status/1884901696603869340","903229236051247104","eradotid"
"1884508085164859667","Wed Jan 29 07:45:14 +0000 2025","41","Selain hapus program makan siang gratis efisiensi model ini sudah seharusnya dilakukan sejak dulu https://t.co/73GPxcbife","1884508085164859667","https://pbs.twimg.com/media/GiceHePbEAAjtRh.jpg","","in","Strategis. Mobil Masuk","2","12","9","https://x.com/emerson_yuntho/status/1884508085164859667","155928815","emerson_yuntho"
"1876603829070049489","Tue Jan 07 12:16:33 +0000 2025","404","Makan siang gratis bayarnya pake kemiskinan struktural","1876603829070049489","","","in","Angola","8","0","224","https://x.com/Taibandeng_/status/1876603829070049489","1531114444821934080","Taibandeng_"
